id,text
968.0,A7SEN OPERATEUR FI TOUNES SANS DISCUSSION
969.0,Vraiment l'application jdida sahla barcha
970.0,N7eb nbadal l'offre chna3mel? 🤔
971.0,service client mayhezzouch 👌
972.0,Yezzi mel sarka ya topnet
973.0,Jawbouni message privé 👌
974.0,9asit 4G w mafama chay
975.0,yezzi mel sarka ya topnet
976.0,Service client mayhezzouch 👍
977.0,Service client tayara 🙄
978.0,tawa hetha réseau? 🙏
979.0,n7eb nbadal l'offre chna3mel? ❤️
980.0,YA3TIKOM ESSA7A 🙄
981.0,Code topnet svp 🔥
982.0,kifech na3ref el solde mte3i?
983.0,check inbox svp 👌
984.0,mafhemtech l'offre hethi chnowa feha 👌
985.0,9adeh soum l'internet? 😡
986.0,"bravo topnet, service impeccable"
987.0,Floussi mchet fil faragh 🙄
988.0,Service client mayhezzouch 🙄
989.0,Ya3tikom essa7a 👌
990.0,reseau zerooo fi bardo
991.0,ya3tikom essa7a 🙄
992.0,reseau tayara barcha ❤️ 📶
993.0,"bravo topnet, service impeccable 🙏"
994.0,ya3tikom essa7a
995.0,VRAIMENT L'APPLICATION JDIDA SAHLA BARCHA
996.0,TAWA HETHA RÉSEAU? 😂
997.0,Winhom les points fidelité? 😡
998.0,Yezzi mel sarka ya topnet 💸
999.0,Svp 3andi mochkla sghira
1000.0,Null service 🔥
1001.0,a7sen operateur fi tounes sans discussion 💸
1002.0,Yezzi mel sarka ya topnet 👌
1003.0,A7sen offre mte3 sarka hhh 😂
1004.0,Ahla topnet dima ltop ❤️
1005.0,n7eb nbadal l'offre chna3mel? 🤔
1006.0,solde yetser9 wahdou!!
1007.0,Check inbox svp 👍
1008.0,Pff dima l'internet m9oussa 😡
1009.0,Mochkla fil code 🤔
1010.0,Jawbouni message privé 😡
1011.0,Topnet tounes 😡
1012.0,N7eb nbadal l'offre chna3mel? 😡
1013.0,L'internet dima t9oss fi lil 🔥
1014.0,"Bonjour, comment activer?"
1015.0,bonne continuation!
1016.0,chokran topnet!
1017.0,reseau tayara barcha ❤️ 🔥
1018.0,Reseau 5/5 fil blassa mte3i
1019.0,Service client tayara 🤔
1020.0,Floussi mchet fil faragh ❤️
1021.0,l'offre hethi s7i7a? 👍
1022.0,tebloka el compte mte3i w 7ad ma jawedni
1023.0,Ya3tikom essa7a 🤔
1024.0,code topnet svp ❤️
1025.0,Vraiment l'application jdida sahla barcha 🙏
1026.0,tebloka el compte mte3i w 7ad ma jawedni 🔥
1027.0,L'OFFRE HETHI S7I7A?
1028.0,krahtha l'topnet mel offre hethi
1029.0,code topnet svp
1030.0,chnowa jdid lyoum?
1031.0,FLOUSSI MCHET FIL FARAGH 📶
1032.0,L'offre hethi s7i7a? 🤔
1033.0,AHLA TOPNET DIMA LTOP 🤔
1034.0,Bonne continuation! ❤️
1035.0,"Bonjour, comment activer? 🙏"
1036.0,Reseau tayara barcha ❤️
1037.0,L'offre hethi jet fi wa9tha ❤️
1038.0,L'offre hethi jet fi wa9tha 🤔
1039.0,appel ma yet3adech jemla
1040.0,DIMA MDALLETNA TOPNET
1041.0,SOLDE YETSER9 WAHDOU!!
1042.0,service client tayara 🙄
1043.0,Null service 😂
1044.0,pff dima l'internet m9oussa 🙏
1045.0,Svp 3andi mochkla sghira 🙄
1046.0,TOPNET TOUNES
1047.0,bonne continuation! 💸
1048.0,BONNE CONTINUATION!
1049.0,Chokran Topnet! 👌
1050.0,SVP 3ANDI MOCHKLA SGHIRA
1051.0,service client tayara 👍
1052.0,RESEAU 5/5 FIL BLASSA MTE3I
1053.0,EST-CE QUE FAMMA PROMO JEYYA?
1054.0,a7sen offre mte3 sarka hhh 🔥
1055.0,Krahtha l'topnet mel offre hethi 🙄
1056.0,Bonne continuation! 💸
1057.0,Mochkla fil code ❤️
1058.0,dima mdalletna topnet 👌
1059.0,RESEAU ZEROOO FI BARDO 🤔
1060.0,A7sen offre mte3 sarka hhh 💸
1061.0,Svp 3andi mochkla sghira ❤️
1062.0,Yatikom sa7a 3al offre jdida 👌
1063.0,yatikom sa7a 3al offre jdida 👌
1064.0,null service
1065.0,Winhom les points fidelité? 💸
1066.0,Kifech na3ref el solde mte3i? 🤔
1067.0,Winhom les points fidelité? 📶
1068.0,Connexion stable w tayara 😂
1069.0,jawbouni message privé 💸
1070.0,mafhemtech l'offre hethi chnowa feha 🙄
1071.0,RESEAU ZEROOO FI BARDO
1072.0,Winhom les points fidelité? 🙄
1073.0,Kifech na3ref el solde mte3i?
1074.0,KRAHTHA L'TOPNET MEL OFFRE HETHI 📶
1075.0,L'OFFRE HETHI S7I7A? 🙏
1076.0,RESEAU TAYARA BARCHA ❤️
1077.0,l'internet dima t9oss fi lil 💸
1078.0,Reseau tayara barcha ❤️ 💸
1079.0,TOP INTERNET MCHA M3AYA MRIGUEL 🙄
1080.0,svp 3andi mochkla sghira
1081.0,jawbouni message privé
1082.0,ARNAQUE KBIRA
1083.0,ahla topnet dima ltop 📶
1084.0,l'offre hethi jet fi wa9tha
1085.0,Tawa hetha réseau? 🔥
1086.0,vraiment l'application jdida sahla barcha 👍
1087.0,krahtha l'topnet mel offre hethi 🔥
1088.0,Top internet mcha m3aya mriguel 💸
1089.0,Solde yetser9 wahdou!! 😡
1090.0,bonne continuation! 🤔
1091.0,Check inbox svp 💸
1092.0,ahla topnet dima ltop
1093.0,9adeh soum l'internet? 🙄
1094.0,9asit 4g w mafama chay 🙏
1095.0,Solde yetser9 wahdou!! 📶
1096.0,APPEL MA YET3ADECH JEMLA
1097.0,réseau topnet 4G mazel ma3adch ykhdm fi blasti 😤 chwiya ta7sin please
1098.0,Bonne offre mais le service client يعيش في عالم ثاني والله
1099.0,اتصلت بـ customer service وستيني 45 دقيقة وما حليلوليش الموضوع 😡
1100.0,l'application topnet tunisie crashed mara khra 😑 kifeh nhot recharge maintenant
1101.0,"Fibra topnet باهية برشا، débit super, merci topnet 👏"
1102.0,winou el réseau fi zone 3 sfax?? كل يوم H+ وما عندناش 4G بركة
1103.0,Promotion mois de ramadan كانت باهية برشا، bonne initiative 🌙
1104.0,"Mobiflous ykhdem bien, pratique barcha w ama3 😊"
1105.0,prix les forfaits ghaliw برشا مقارنةً بـ Ooredoo w Telecom
1106.0,"3adet internet 3 jours w barka ma rja3ch, chkoun ysa3dni??"
1107.0,Application mobile حق topnet محتاجة update، بطيئة جدا 😩
1108.0,Franchement réseau topnet fi Tunis ville super 👍 content barcha
1109.0,Recharge automatique ma khdmtech nhar l3id wech heka service 😒
1110.0,Fibra 100MB ما لقيتهاش في منطقتي، kifeh na3mel demande?
1111.0,"Service client aimables w mfahmin, 3jebni el ta3amol 🙂"
1112.0,5G winou 😩 كل المشغلين يحكوا على 5G وما نشوفوهاش في تونس
1113.0,Forfait data mazel 5edma بركة !!
1114.0,Roaming fi france كان ghali برشا، 10 dinars el yawm mouch normal
1115.0,"Topnet money khedma w service fiable, tnajem tchargi w tkhelles bil raha 😊"
1116.0,"Na9es réseau fi mateur complètement, kifeh n3ich هكذا 😤"
1117.0,"offre internet monthly bahy, mrigla prix"
1118.0,اتصلت 3 مرات بالـ support وكل مرة يقولوا ننتظر جواب 🙄
1119.0,"SMS confirmation moch tjina, عنجهية هذي 😠"
1120.0,باهية خدمتكم في مطار قرطاج، réseau 4G top
1121.0,"Forfait 30j mrigel, j'utilise depuis 2 ans w barka mouch nadem"
1122.0,couverture réseau fi jendouba na9sa برشا 😢
1123.0,حاولت نبدل forfait من التطبيق وما قدرتش، bug mouçab!
1124.0,fibra mazel tji 3indna الريف wala mouch service غير للمدن؟
1125.0,Recharge 5d وما لقيتهاش في تطبيق، kifeh ne3mel??
1126.0,"merci topnet 3la offre famille, économique barcha 💕"
1127.0,Service client répondent vite على وتساب، top 👌
1128.0,"internet انقطع نهار كامل وما عطاوناش compensation, mouch 3adel"
1129.0,"connexion 4G fi sousse centre bahy, content 😃"
1130.0,Hotline مرات تعيب برشا، no3od nstanna w ma yrodch
1131.0,اشتريت شريحة topnet وما خدمتش، rjact للمحل قالولي اصبر 🙃
1132.0,Topnet business خدمة مميزة للشركات 👍
1133.0,Coupure internet kol yom fi 7:00 du soir wech hhh 😂
1134.0,"winou el technician weld el 3am, 3 jours w ma jach encore"
1135.0,mrigel l forfait الشبابي، prix mlogout
1136.0,"Application ma t7melch photos brabi, تصليحوا يا ناس"
1137.0,réseau صفاقس الجنوبية مريح، باهي الحمدلله 😊
1138.0,recharge بالبطاقة البنكية في التطبيق tnetfa3 bien
1139.0,كيفاه نعمل migration من postpaid لـ prepaid?
1140.0,"offre roaming europe 3jebni barcha, prix raisonnable 🌍"
1141.0,الشبكة في المدرج تعيب، kifeh ykhdmu الناس 😤
1142.0,Facture مش واضحة، من فضلكم اعملوا details أحسن
1143.0,Appli topnet ma t5demch 3la android قديم، chkoun ysa3dni
1144.0,Service client تبسمو وساعدوا، merci لهم 🙏
1145.0,"internet bta3 fibra mwazen barcha, mazel nstanna tji fi blasti"
1146.0,Na9es data wala credit بلا سبب، ما فهمتش ليش
1147.0,"topnet bta3 زغارة mouch kbir, données mrigla"
1148.0,"4G fi monastir top, راضي على الخدمة 👍"
1149.0,recharge منحل مريحة، facile barcha
1150.0,"Réseau coupé fi route nationale pendant 2h, wech هذا 😡"
1151.0,kifeh n3mel transfert de solde? ما لقيتهاش في التطبيق
1152.0,Topnet Fibra fi hay ennasr top جداً، vitesse super 🚀
1153.0,تحديث التطبيق الجديد أبطأ من القديم، هذا تراجع مش تقدم 😒
1154.0,content barcha بالعروض الحصرية لمشتركي أورنج 🎉
1155.0,"hotline 8012 no3od nstanna 30 min, zahri 😩"
1156.0,ما عندكمش فرع في زغوان، kifeh n3amlu المسائل
1157.0,Topnet Tunisie الأحسن في تونس حسب رأيي 💪
1158.0,Data 4G fine في تونس العاصمة لكن في الريف zéro
1159.0,التطبيق crash عند كل recharge 😩 fix it please
1160.0,عرض internet شهر رمضان كان باهي برشا، نتمنا يرجع
1161.0,Réseau في مطار تونس قرطاج ضعيف، مش معقول في المطار 😤
1162.0,internet fibra وقف من الصباح ونهار كامل بلا حل 😡
1163.0,سرفيس كلينت بالعربي باهي برشا، merci 😊
1164.0,offre 4G+ 15Go mrigla prix 👌
1165.0,topnet money امن وسريع، nbeh biha برشا
1166.0,Réseau في بنزرت تحسن برشا هذا العام 👍
1167.0,كيفاه نلغي abonnement من التطبيق بدون ما اتصل
1168.0,Coupure نهارية كل يوم نفس الوقت تقريباً 😒
1169.0,Application joie نهار، mouch ça 3la iOS أحسن من android
1170.0,تصليحو التطبيق برابي والله يخليكم 🙏
1171.0,topnet money tnajem تشحن بكل سهولة 👍
1172.0,"réseau fi jdou9 mazel kamel 5arba, chkoun ysa3dna"
1173.0,"Offre famille économique barcha, merci topnet 😊"
1174.0,internet waqaf fi منطقتنا وما حكاونا بشي 😠
1175.0,"Service client wa7em, 3 jours w ma hal-lilich el mochkla 😡"
1176.0,"Fibra 200MB thela3, nchofou YouTube 4K bla ta7mil 🎬"
1177.0,"المنطقة تبعتي H+ فقط والناس الأخرى 4G, chkoun ya5udh حقي"
1178.0,"recharge barcha mrigla, facile w sari3"
1179.0,Application topnet تحتاج redesign كاملة، UX سيء 😐
1180.0,Topnet sponsorise مهرجانات كثيرة، bon pour la culture 🎵
1181.0,"Réseau fi Djerba touristique top, content 😃"
1182.0,خدمة مبيعات ممتازة لكن support ta3eb نفسه 🤷
1183.0,Forfait pro barcha mrigel للشغل 💼
1184.0,"winou 5G ya topnet hhh, kol yom post w ma nalqawouhach 😂"
1185.0,"Coupure internet fi bab souika ma3roof, 3adi عندكم؟"
1186.0,4G speed في سوسة الميدان رائعة الحمدلله 🚀
1187.0,"التطبيق يطلب login في كل مرة, bug mouch normal 😩"
1188.0,Offre données illimitée lil 3oumal باهية برشا 🙌
1189.0,"réseau fi Ain Draham zéro barre, kifeh n3ich هكذا في الجبال 😢"
1190.0,"Service réparation vite w efficace, chokran 🙏"
1191.0,"recharge en ligne tnajem ta3mlha بكل سهولة, thumbs up 👍"
1192.0,Fibra مش متوفرة في منطقتي، kifeh na3mel demande d'installation
1193.0,Topnet Tunisie يحتاج يرفع مستوى خدمة العملاء 😒
1194.0,عرض الدخول المدرسي كان ممتاز 🎒
1195.0,"Application crash 5arba, fix it svp 😤"
1196.0,"Mrigla l forfait 4G, content barcha 😊"
1197.0,winou el réseau fi mahdia? kol yom coupure 😡
1198.0,"vitesse fibra thela3 barcha, streaming irréprochable 🎉"
1199.0,سرفيس كلينت ردوا بالسرعة على الفيسبوك، شكراً
1200.0,topnet money khalesst fatouri barcha facile 💸
1201.0,الشبكة في مكتبي H+ تحت، mouch bahi lil chghal
1202.0,"Forfait mensuel prix mrigla, najem nhottah w nkhelles"
1203.0,appli ma ta9darch tchargi بطاقة بنكية منذ update الأخيرة 😩
1204.0,Réseau 4G Tunis lac stable w rapide 👌
1205.0,SMS notification ta3 recharge moch tjini 😒
1206.0,"Offre roaming europe 3ajebni, prix logique 🌍"
1207.0,"اشتريت شريحة topnet pro w ma 5demtech, chkoun yrod 3liya"
1208.0,Service client sympathiques w efficaces 🙂
1209.0,Fibra tnajem ta3mlha بدون technician? wala lazem yji dima
1210.0,"internet انقطع وقت الباك بكلوريا, taw 3layna 😤"
1211.0,l'offre promotionnelle de fin d'année كانت رائعة 🎁
1212.0,"réseau fi kef na9es برشا, kifeh nta3rfu mta يتحسن"
1213.0,"Topnet تحب تونس, sponsoring sportif bahy 🇹🇳"
1214.0,"Mrigla téléchargement bta3 appli, facile install"
1215.0,الأسعار غلاو هذا العام مقارنة بالمنافسين 😒
1216.0,"internet waqaf fil matin w rja3 fil messa, normal هذا؟"
1217.0,4G+ fi sfax centre bahy brabi 🚀
1218.0,Forfait famille 3 lignes économique barcha 👨‍👩‍👧
1219.0,Appli تحتاج dark mode برابي 🌙
1220.0,"ma3adch qader nchargi crédit fi التطبيق منذ أسبوع, chkoun ysa3dni 😩"
1221.0,Réseau في الشمال الغربي محتاج تحسين عاجل
1222.0,content barcha من مستوى الشبكة في Hammamet 🏖️
1223.0,"Topnet box كانت problem w جاء technician بسرعة, مرسي 🙏"
1224.0,Application iOS ma3adch ta5dem منذ التحديث الأخير 😡
1225.0,facile tchargi من Topnet money فيل، super
1226.0,"Débit internet في المنزل ضعيف رغم forfait 100MB, chkoun y7el"
1227.0,topnet mon opérateur منذ 10 ans وبركة وفي 💪
1228.0,Réseau fi mahres na9es برشا 😢
1229.0,Offre black friday كانت top l3am el 9adim 🔥
1230.0,كيفاه نشوف رصيدي بسرعة بدون ما نفتح التطبيق؟
1231.0,"Service client répondent vite, 3jebni 👍"
1232.0,"internet مازال بطيء رغم ما زدنا forfait, wech هكذا 😒"
1233.0,4G fi kelibia w nabeul 3ajeba برشا ☀️
1234.0,"Fibra توقفت 3 أيام والتقني ما جاش, c'est inacceptable 😠"
1235.0,عرض شبابي 4G mrigla برشا للطلبة 🎓
1236.0,SMS يجيني في وقت خاطئ، même numéro 😂
1237.0,"Topnet fibre في منطقتي mazel تجيش, kifeh na3mel demande"
1238.0,Appli shari3a w interface باهية، top 👌
1239.0,réseau في طريق تونس-قابس na9es برشا، خطر على المسافرين 😤
1240.0,Hotline 8012 ndirha w ma yhowlich احد 😡
1241.0,"internet في المركز التجاري top, stable"
1242.0,"Forfait annuel prix mrigla barcha, économique"
1243.0,Topnet Tunisie mazel ahsan min ooredoo 3indi 💪
1244.0,"Application ne marche pas offline, problème majeur"
1245.0,recharge بالبطاقة البنكية منحل سهلة، merci
1246.0,"Data wiqfet w ma3adch rj3et, chkoun yrod 3liya 😩"
1247.0,Mobiflous service sécurisé w pratique 💰
1248.0,Réseau في بئر علي البن ضعيف، kifeh n3ich 😢
1249.0,"topnet fibra أحسن من adsl barcha, vitesse rh3a 🚀"
1250.0,"Application graphique qadim, time for redesign 😐"
1251.0,Merci service client helpline 3la ta3amul لطيف 🙏
1252.0,internet قطع نهار الباك بكلوريا وهكذا تصير فينا 😡
1253.0,Forfait data 10Go mrigla barcha 👍
1254.0,topnet money اسهل طريقة تخلص فواتير 💸
1255.0,"Réseau في قرية متلوي zéro, ma3adch acceptable"
1256.0,عرض end of year كان مميز برشا 🎊
1257.0,Technical support لا يردون بعد 18:00 😒
1258.0,"4G stable fi ariana, content barcha 😊"
1259.0,Appli mobile كلما زدت شي تتعقد أكثر 😩
1260.0,recharge kol شهر من التطبيق بدون مشاكل 👍
1261.0,سرفيس كلينت أونلاين أسرع من الهاتف ✅
1262.0,internet mazel bati3 fi منطقتي رغم العروض الجديدة 😔
1263.0,topnet تساهم في التنمية الرقمية في تونس 🇹🇳
1264.0,recharge carte بدون رسوم إضافية ✅
1265.0,"réseau في الكاف مش acceptable, chkoun ysama3na 😡"
1266.0,"Application تطير على iOS, mazal android يعيب 🍎"
1267.0,Fibra prix mrigla مقارنة بالخدمة المقدمة 👌
1268.0,topnet money تنجم تحول من بعد بلا تعقيد 💸
1269.0,Réseau 4G في حي التضامن 3adet normal
1270.0,"appli crash fi kol update jadid, fix your bugs please 😤"
1271.0,Offre للطلبة منافسة برشا 🎓
1272.0,كيفاه نعطل تجديد تلقائي ما عندي فلوس الأسبوع ذا 😅
1273.0,"Service client صبروني على الهاتف 40 دقيقة, mouch normal"
1274.0,internet fibra هبطت سرعته من بعد ما زدنا plan 😒
1275.0,"Mrigla l application, rapide w simple"
1276.0,topnet fi tunisie l opérateur numéro 1 😊
1277.0,Data تنقص بسرعة كبيرة والله ما نعرف شكون ياكلها 😂
1278.0,"réseau في route de bizerte coupure متكررة, خطر"
1279.0,"Forfait entreprise 3ajebni, prix logique 💼"
1280.0,Technical team جاو على الوقت و7lo el mochkla brabi ✅
1281.0,internet في المصحة الإقليمية ضعيف جداً، هذا يؤثر على العمل 😤
1282.0,topnet هاني مشترك معاكم من 2008 وبركة وفي 💪
1283.0,Appli تحديث جديد أحسن من القديم، شكراً للمجهود 👍
1284.0,"internet mazel yqata3 كل ليلة نفس الوقت, normal هذا؟"
1285.0,recharge en ligne mrigla w sécurisée 👌
1286.0,Réseau في منطقة الطاهر na9es، kifeh n3amlu
1287.0,"Offre promotionnelle vite تنهى, lazem tzidu le stock 😅"
1288.0,سرفيس كلينت ma3adch ya3mel عطلة الجمعة، normal هذا؟
1289.0,Fibra prix جديد رخيص برشا مقارنة بما كان عليه 🎉
1290.0,"Application crash عند كل login, ma3adch qader ndakhal 😩"
1291.0,4G في المناطق الصناعية ممتازة 👍
1292.0,topnet money تنجم تخلص في كل مكان 💸
1293.0,"ma3adch qader nchargi crédit depuis 3 jours, bug ou quoi?"
1294.0,"Réseau في تطاوين na9es برشا, rana 3aychin هنا بركة 😢"
1295.0,offre internet blimit bahy برشا 😍
1296.0,sms de confirmation tjini متأخرة برشا، fix it please
1297.0,topnet fibra سرعة 300MB حلوة برشا في الدار 🚀
1298.0,hotline trod وقت طويل، min fadhlek rakiz 3la ça 😒
1299.0,عندي مشكلة في الفاتورة منذ شهر وما حلوهاش 😡
1300.0,Appli حديثة وسهلة الاستخدام، j'adore 😍
1301.0,"réseau fi kasserine na9es, wina rana baad العاصمة"
1302.0,خدمة ممتازة في فرع المنزه، merci للفريق 🙏
1303.0,topnet money sécurisé barcha w fiable ✅
1304.0,Forfait flex باهي برشا للموظفين 💼
1305.0,"Réseau في Zarzis top, content 😃"
1306.0,application bta3 topnet tnajem ta3mlha ahsan bkthir 😒
1307.0,"Data 3G بدل 4G وأنا مشترك في 4G, kifeh? 😤"
1308.0,Offre famille 4 lignes économique barcha 👨‍👩‍👧‍👦
1309.0,fibra mazel ma9adartch t9alab fi منطقتي 😢
1310.0,Service client لطيف وحل مشكلتي في اليوم ذاته ✅
1311.0,"Internet qata3 fi mbareh w ma rja3ch fel yom, wech هذا 😠"
1312.0,topnet يدعم الشباب التونسي 💪🇹🇳
1313.0,Appli تحتاج widget للرصيد على الشاشة الرئيسية
1314.0,réseau في المستشفى الجامعي ضعيف جداً، هذا خطير 😤
1315.0,"recharge تلقائية ما عملتش هذا الشهر, mochkla"
1316.0,Fibra في العمارة تشتغل بكل الشقق بدون مشاكل ✅
1317.0,"SMS يجي بعد ساعة من إرساله, normal هذا في 2024؟ 🤦"
1318.0,topnet mrigel ama prix غلاو شوية 😅
1319.0,connexion في المحطة بالغلط خيت 4G بالقبالة hhh
1320.0,Technical support ردوا بالسرعة وحلوا المشكلة ✅
1321.0,Réseau في منطقة الزهور قمة 4G 🌟
1322.0,Appli تسمح تبدل forfait بسهولة، pratique barcha 👌
1323.0,"internet fibra wiqfet nhar mzawej, zahri 😡"
1324.0,topnet money tnajem ta3mel virement بسهولة 💸
1325.0,Réseau في الشابة والجم na9es، كيفاه نعملوا طلب تحسين
1326.0,Offre data إضافية عند استنزاف الباقة mrigla barcha 👍
1327.0,"Application crash fi android 14, update please 😩"
1328.0,خدمة عملاء رائعة عبر الواتساب ✅
1329.0,4G في منطقة مرسى ba7ri ممتازة 🏖️
1330.0,Fibra prix جديد أرخص، merci topnet 🎉
1331.0,"recharge fi agence mrigla, sans attente 👍"
1332.0,"réseau fi 3 منطقة مختلفة ما عندناش 4G, wech هذا 😠"
1333.0,topnet programme fidélité mrigla barcha 🌟
1334.0,SMS spam من topnet yjiw كثيرة جداً 😒
1335.0,4G في جزيرة جربة top pour les vacances ☀️
1336.0,"Appli تنهار عند تفعيل forfait, problem 5arba 😡"
1337.0,topnet service باهي لكن تحتاج ترفع couverture في الريف
1338.0,كيفاه نستعيد رقمي بعد ضياع شريحة؟
1339.0,Fibra 100MB w streaming 4K bla ta7mil 🎬
1340.0,topnet money application تحتاج update جديد
1341.0,Réseau في المدرسة الابتدائية ضعيف، الأساتذة يشتكوا
1342.0,content barcha من مستوى الخدمة في فرع صفاقس 😊
1343.0,internet fibra waqaf w ma3adch rja3 منذ يومين 😡
1344.0,Mrigla l forfait illimité 3lach ma7kach عليه قبل 👌
1345.0,Application صعيبة بالنسبة لكبار السن، lazem tbasitouha
1346.0,4G في باجة na9es برشا، kifeh n3ich 😢
1347.0,merci topnet 3la cadeau anniversaire لمشتركين القدامى 🎁
1348.0,réseau coupé fi تونس العاصمة نهار كامل، wech هذا 😡
1349.0,Fibra installation تأخرت 2 أسابيع على الموعد المحدد 😒
1350.0,"topnet money fiable w sécurisé, j'utilise depuis 2 ans ✅"
1351.0,Offre إضافة خط mrigla barcha 👍
1352.0,appli تحتاج ترجمة كاملة بالعربية 🇹🇳
1353.0,Réseau في Rades centre top 😊
1354.0,"SMS يجيني من رقم غريب باسم topnet, arnaque?? 😨"
1355.0,internet fibra سريعة جداً للعمل من المنزل 💻
1356.0,Service client ma3adch y7el مشاكل في وقت معقول 😡
1357.0,Forfait 7Gb mrigla prix barcha للاستخدام اليومي 👌
1358.0,topnet يدعم الفرق الرياضية التونسية 🏆
1359.0,"Appli android 5arba من update الأخيرة, rollback please 😩"
1360.0,Réseau في Raoued ممتاز، باهي الحمدلله ✅
1361.0,كيفاه نعمل portabilité من مشغل آخر لأورنج؟
1362.0,internet waqaf w hotline 3adet ma trodch 😤
1363.0,topnet fibra أفضل من adsl بمراحل ✅
1364.0,Forfait family pack économique pour 5 membres 👨‍👩‍👧‍👦
1365.0,"réseau في غار الدماء na9es, 3aycha في عزلة رقمية 😢"
1366.0,Application logique وسهلة، bien fait 👍
1367.0,Fibra connexion stable حتى في الطقس الرديء ✅
1368.0,topnet تقدم خدمات للشركات الصغيرة مميزة 💼
1369.0,SMS confirmation عند الشحن يجي متأخر، 3adi عندكم؟
1370.0,4G في Sidi Bouzid centre تحسنت برشا هذا العام 📈
1371.0,application bta3 topnet ma ta9derch تفتح بدون wifi 😡
1372.0,Offre مناسبات وطنية دايما باهية 🇹🇳
1373.0,réseau fi chebba w mahres 5arba complètement 😤
1374.0,topnet money sécurisé w pratique pour paiements 💸
1375.0,Fibra installation كانت سريعة والتقني مهني ✅
1376.0,internet mazel H+ في منطقتي، متى تجيني 4G؟
1377.0,Service client واتساب أحسن من الهاتف 🙂
1378.0,Appli تحتاج إضافة option لمتابعة consommation data بالتفصيل
1379.0,réseau في فريانة وتاله na9es برشا 😢
1380.0,Forfait étudiant économique barcha، شكراً topnet 🎓
1381.0,internet coupé خلال امتحانات الباك، ما يصحش هذا 😡
1382.0,topnet fibra vs adsl: لا مقارنة، fibra أحسن بمليون 🚀
1383.0,Application interface propre w moderne 👌
1384.0,recharge réussie من التطبيق خلال 30 ثانية ✅
1385.0,Réseau في Le Kram ممتاز 😊
1386.0,Technical support ما ردوش على ticket منذ 5 أيام 😡
1387.0,topnet نتمنا تفتح نقاط بيع أكثر في الجهات
1388.0,4G في El Mourouj باهية الحمدلله 👍
1389.0,Appli تحتاج mode economie batterie 🔋
1390.0,internet fibra stable 24/7 ✅
1391.0,"Réseau في Ben Guerdane na9es, kifeh n3ich هكذا 😢"
1392.0,topnet money w fidélité mrigla برشا 🌟
1393.0,SMS promotion يجيني عند وقت غلط 3:00 الليل 😩
1394.0,Forfait 4G illimité la nuit باهي للطلبة 🌙
1395.0,"Appli تعلق عند فتح les paramètres, bug mouch normal"
1396.0,merci topnet 3la جودة الشبكة في حمام سوسة ☀️
1397.0,Topnet fibra من أحسن ما في تونس للإنترنت المنزلي 🏠
1398.0,Réseau في Ennahli باهي برشا 😊
1399.0,recharge fi un click mrigla 👍
1400.0,"internet وقف وقت match وطني, زهرتنا 😂"
1401.0,سرفيس كلينت responsive 3la الفيسبوك ✅
1402.0,Offre data في المساء أرخص، bahy barcha 🌙
1403.0,"Appli design joie, UX منطقي 👌"
1404.0,réseau 4G في Hay Hlal باهي 😊
1405.0,"internet cut في kol weekend, wech سبة 😡"
1406.0,Mobiflous sécurisé w pratique بالزبط ✅
1407.0,Forfait roaming maghreb رخيص برشا 🌍
1408.0,application topnet bta3 الأصحاب قالولي أحسن من ooredoo
1409.0,réseau في Boumhel باهي w stable ✅
1410.0,SMS non sollicités كثيرة جداً من topnet 😒
1411.0,Fibra في عمارة الجوار زادت سرعتها هذا الشهر 📈
1412.0,كيفاه نعطل auto-renewal من التطبيق مباشرة؟
1413.0,4G في Mornag w Fouchana top 😊
1414.0,internet fibra waqfet w hotline تصبر 1 ساعة 😡
1415.0,topnet money تنجم تدفع فواتير steg w sonede 💸
1416.0,Appli تحتاج notification عند انتهاء data 🔔
1417.0,"Réseau fi Siliana 5arba complètement, kifeh na3mel 😢"
1418.0,Offre spéciale fêtes باهية برشا 🎊
1419.0,Fibra تنفع برشا لـ gaming والله سرعة وبدون lag 🎮
1420.0,service client لطيف لكن بطيء في الحلول 😐
1421.0,internet في البيت مريح w stable الحمدلله 😊
1422.0,Topnet يحتاج يمد شبكة الفيبرا في أكثر مناطق 📡
1423.0,recharge عبر التطبيق في أقل من دقيقة ✅
1424.0,réseau في Mdhilla na9es برشا 😢
1425.0,Forfait شباب économique مريح للطلبة 🎓
1426.0,Appli تحديث الأخير ما عاد يخدمش على هاتفي 😡
1427.0,topnet Fibra installation rapide w professionnelle ✅
1428.0,Réseau في السيجومي وسيدي بوسعيد ممتاز ☀️
1429.0,internet mazel bati3 لهذا السعر، wech هكذا 😒
1430.0,السرفيس كلينت على أونلاين أحسن من الفرع 💻
1431.0,4G في Ain Zaghouan باهي برشا ✅
1432.0,Appli bug عند تسجيل الدخول يومياً 😩
1433.0,topnet fibra gaming w streaming بدون مشاكل 🎮
1434.0,Réseau في Feriana na9es جداً 😢
1435.0,Offre internet شهري مريح w prix مناسب 👍
1436.0,Mobiflous تنجم تشحن من أي مكان ✅
1437.0,internet fibra waqfet w ma rja3etch depuis ce matin 😡
1438.0,Forfait professionnel مميز للمتعاملين 💼
1439.0,Appli تحتاج option لمشاركة data بين أفراد العائلة
1440.0,réseau 4G في Bir Mcherga حلو 😊
